model,case,activities
BPIC20R,1114,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1115,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1116,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_administration', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1117,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1118,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1119,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1120,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1121,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1122,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1123,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1124,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1125,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1126,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1127,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_administration', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,1128,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1129,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1130,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1131,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1132,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1133,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1134,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1135,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_administration', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1136,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1137,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1138,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1139,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1140,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1141,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1142,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1143,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1144,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1145,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1146,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1147,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1148,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1149,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1150,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1151,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1152,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1153,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1154,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1155,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1156,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1157,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1158,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1159,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1160,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1161,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1162,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1163,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_administration', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1164,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_approved_by_supervisor', 'request_for_payment_final_approved_by_director', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1165,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1166,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1167,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1168,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1169,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1170,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1171,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_approved_by_budget_owner', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,1172,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_administration', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_administration', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
